  _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   ____M,_ftlb |   ____L,_ftlb |   ____N,_ftlb |   ____Q,rad/s |   ____P,rad/s |   ____R,rad/s |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag |   alpha,__deg |   _beta,__deg |   hpath,__deg |   vpath,__deg |   _slip,__deg |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   ___on,runwy |   __alt,__ind |   __lat,orign |   __lon,orign |   ____X,____m |   ____Y,____m |   ____Z,____m |   ___vX,__m/s |   ___vY,__m/s |   ___vZ,__m/s |   _dist,___ft |   _dist,___nm | 
    159.64560 |     159.91464 |     162.48959 |     162.45078 |     183.71687 |     186.98970 |     186.98970 |     205.44373 |     -23.32565 |      20.03156 |       0.00003 |      -0.00018 |       0.00034 |       0.65473 |       0.17624 |      57.16204 |      55.79956 |       1.90888 |      -0.00521 |      57.15989 |      -1.25256 |      -0.00732 |      51.91486 |       4.33547 |    1087.84705 |    1082.46997 |       1.00000 |    1093.71985 |      51.50000 |       4.00000 |   23036.62305 |     122.38926 |  -46236.91797 |      70.00053 |      -2.41321 |     -45.62569 |   35748.76953 |       5.88349 | 
    159.66693 |     159.93494 |     162.50879 |     162.47003 |     183.74142 |     187.01178 |     187.01176 |     297.83740 |     -16.35741 |      17.37062 |       0.00004 |      -0.00018 |       0.00034 |       0.65499 |       0.17524 |      57.16402 |      55.80151 |       1.90759 |      -0.00519 |      57.16189 |      -1.25101 |      -0.00737 |      51.91490 |       4.33557 |    1087.26282 |    1081.49646 |       1.00000 |    1093.13354 |      51.50000 |       4.00000 |   23043.44141 |     122.15434 |  -46241.36328 |      70.01036 |      -2.41134 |     -45.62878 |   35775.46875 |       5.88789 | 
    159.69432 |     159.96107 |     162.53346 |     162.49484 |     183.77295 |     187.04018 |     187.04016 |     398.61502 |      -7.03231 |      11.97258 |       0.00005 |      -0.00019 |       0.00034 |       0.65538 |       0.17392 |      57.16658 |      55.80403 |       1.90587 |      -0.00514 |      57.16446 |      -1.24889 |      -0.00743 |      51.91495 |       4.33570 |    1086.50623 |    1080.23474 |       1.00000 |    1092.37769 |      51.50000 |       4.00000 |   23052.28516 |     121.84998 |  -46247.12891 |      70.02303 |      -2.40875 |     -45.63275 |   35810.09766 |       5.89358 | 
    159.71930 |     159.98488 |     162.55598 |     162.51749 |     183.80170 |     187.06609 |     187.06609 |     487.01279 |       2.05159 |       4.80510 |       0.00006 |      -0.00019 |       0.00034 |       0.65582 |       0.17272 |      57.16895 |      55.80636 |       1.90426 |      -0.00508 |      57.16681 |      -1.24685 |      -0.00748 |      51.91500 |       4.33582 |    1085.81116 |    1079.07507 |       1.00000 |    1091.68384 |      51.50000 |       4.00000 |   23060.42188 |     121.57027 |  -46252.42969 |      70.03458 |      -2.40622 |     -45.63637 |   35841.96484 |       5.89883 | 
    159.74123 |     160.00583 |     162.57578 |     162.53740 |     183.82692 |     187.08887 |     187.08885 |     562.54767 |       9.09901 |      -1.93071 |       0.00007 |      -0.00019 |       0.00034 |       0.65628 |       0.17164 |      57.17104 |      55.80841 |       1.90284 |      -0.00502 |      57.16888 |      -1.24497 |      -0.00751 |      51.91504 |       4.33593 |    1085.19690 |    1078.04944 |       1.00000 |    1091.07178 |      51.50000 |       4.00000 |   23067.62305 |     121.32296 |  -46257.12109 |      70.04475 |      -2.40386 |     -45.63955 |   35870.17188 |       5.90347 | 
    159.76289 |     160.02635 |     162.59517 |     162.55692 |     183.85187 |     187.11119 |     187.11119 |     632.11578 |      15.04053 |      -8.85993 |       0.00009 |      -0.00018 |       0.00034 |       0.65682 |       0.17059 |      57.17311 |      55.81046 |       1.90144 |      -0.00494 |      57.17091 |      -1.24303 |      -0.00753 |      51.91508 |       4.33603 |    1084.58972 |    1077.03479 |       1.00000 |    1090.46521 |      51.50000 |       4.00000 |   23074.75586 |     121.07835 |  -46261.76953 |      70.05473 |      -2.40142 |     -45.64267 |   35898.09766 |       5.90807 | 
    159.78650 |     160.04852 |     162.61617 |     162.57803 |     183.87903 |     187.13535 |     187.13535 |     703.98859 |      22.56050 |     -17.83219 |       0.00010 |      -0.00018 |       0.00034 |       0.65750 |       0.16946 |      57.17537 |      55.81268 |       1.89994 |      -0.00484 |      57.17311 |      -1.24085 |      -0.00754 |      51.91513 |       4.33615 |    1083.92957 |    1075.80493 |       1.00000 |    1089.80212 |      51.50000 |       4.00000 |   23082.52148 |     120.81236 |  -46266.82813 |      70.06552 |      -2.39865 |     -45.64603 |   35928.50391 |       5.91307 | 
    159.80693 |     160.06786 |     162.63440 |     162.59637 |     183.90254 |     187.15634 |     187.15634 |     762.82050 |      27.18303 |     -24.95570 |       0.00012 |      -0.00018 |       0.00034 |       0.65820 |       0.16847 |      57.17734 |      55.81462 |       1.89866 |      -0.00476 |      57.17503 |      -1.23886 |      -0.00753 |      51.91517 |       4.33625 |    1083.35217 |    1074.73169 |       1.00000 |    1089.22375 |      51.50000 |       4.00000 |   23089.32617 |     120.57957 |  -46271.26172 |      70.07491 |      -2.39612 |     -45.64895 |   35955.14063 |       5.91746 | 
    159.82767 |     160.08739 |     162.65282 |     162.61491 |     183.92641 |     187.17754 |     187.17752 |     818.27643 |      31.99067 |     -32.89991 |       0.00014 |      -0.00018 |       0.00034 |       0.65901 |       0.16750 |      57.17934 |      55.81659 |       1.89738 |      -0.00466 |      57.17698 |      -1.23678 |      -0.00752 |      51.91521 |       4.33635 |    1082.76563 |    1073.64075 |       1.00000 |    1088.63477 |      51.50000 |       4.00000 |   23096.25000 |     120.34303 |  -46275.76953 |      70.08439 |      -2.39345 |     -45.65189 |   35982.24219 |       5.92192 | 
    159.84877 |     160.10713 |     162.67145 |     162.63367 |     183.95068 |     187.19897 |     187.19897 |     867.56805 |      35.11296 |     -39.98491 |       0.00016 |      -0.00017 |       0.00034 |       0.65994 |       0.16652 |      57.18139 |      55.81860 |       1.89612 |      -0.00456 |      57.17895 |      -1.23458 |      -0.00750 |      51.91525 |       4.33645 |    1082.16809 |    1072.52820 |       1.00000 |    1088.03320 |      51.50000 |       4.00000 |   23103.31641 |     120.10186 |  -46280.37500 |      70.09399 |      -2.39062 |     -45.65487 |   36009.91406 |       5.92647 | 
    159.86919 |     160.12631 |     162.68953 |     162.65187 |     183.97418 |     187.21977 |     187.21976 |     929.02539 |      36.28472 |     -45.94602 |       0.00018 |      -0.00017 |       0.00034 |       0.66097 |       0.16558 |      57.18336 |      55.82054 |       1.89492 |      -0.00447 |      57.18087 |      -1.23236 |      -0.00747 |      51.91529 |       4.33655 |    1081.58472 |    1071.81885 |       1.00000 |    1087.44543 |      51.50000 |       4.00000 |   23110.22656 |     119.86638 |  -46284.87500 |      70.10332 |      -2.38773 |     -45.65774 |   36036.96484 |       5.93092 | 
    159.89006 |     160.14574 |     162.70786 |     162.67035 |     183.99820 |     187.24086 |     187.24084 |     967.12878 |      38.62491 |     -52.71078 |       0.00020 |      -0.00016 |       0.00034 |       0.66215 |       0.16465 |      57.18539 |      55.82253 |       1.89374 |      -0.00437 |      57.18283 |      -1.22999 |      -0.00743 |      51.91533 |       4.33665 |    1080.98914 |    1071.04102 |       1.00000 |    1086.84375 |      51.50000 |       4.00000 |   23117.29492 |     119.62581 |  -46289.48047 |      70.11279 |      -2.38465 |     -45.66065 |   36064.64453 |       5.93548 | 
    159.91124 |     160.16544 |     162.72643 |     162.68909 |     184.02257 |     187.26224 |     187.26224 |    1003.46454 |      38.91951 |     -58.67257 |       0.00022 |      -0.00016 |       0.00033 |       0.66348 |       0.16372 |      57.18744 |      55.82455 |       1.89258 |      -0.00428 |      57.18483 |      -1.22749 |      -0.00738 |      51.91537 |       4.33676 |    1080.38171 |    1070.24731 |       1.00000 |    1086.22913 |      51.50000 |       4.00000 |   23124.51953 |     119.38030 |  -46294.18359 |      70.12240 |      -2.38138 |     -45.66359 |   36092.92969 |       5.94013 | 
    159.93152 |     160.18431 |     162.74417 |     162.70697 |     184.04591 |     187.28265 |     187.28264 |    1029.97021 |      41.37993 |     -65.96176 |       0.00025 |      -0.00015 |       0.00033 |       0.66491 |       0.16285 |      57.18941 |      55.82649 |       1.89152 |      -0.00419 |      57.18674 |      -1.22501 |      -0.00733 |      51.91541 |       4.33686 |    1079.79761 |    1069.48389 |       1.00000 |    1085.63831 |      51.50000 |       4.00000 |   23131.48047 |     119.14413 |  -46298.71484 |      70.13158 |      -2.37811 |     -45.66639 |   36120.18359 |       5.94462 | 
    159.95192 |     160.20323 |     162.76201 |     162.72496 |     184.06938 |     187.30318 |     187.30318 |    1051.01379 |      40.11364 |     -70.56202 |       0.00027 |      -0.00015 |       0.00033 |       0.66649 |       0.16199 |      57.19141 |      55.82845 |       1.89050 |      -0.00409 |      57.18867 |      -1.22241 |      -0.00727 |      51.91545 |       4.33696 |    1079.20618 |    1068.71045 |       1.00000 |    1085.03906 |      51.50000 |       4.00000 |   23138.54297 |     118.90486 |  -46303.31641 |      70.14082 |      -2.37467 |     -45.66920 |   36147.83594 |       5.94917 | 
    159.97250 |     160.22226 |     162.77991 |     162.74301 |     184.09308 |     187.32378 |     187.32378 |    1069.54358 |      39.96516 |     -75.83681 |       0.00030 |      -0.00015 |       0.00033 |       0.66824 |       0.16115 |      57.19341 |      55.83043 |       1.88953 |      -0.00402 |      57.19062 |      -1.21968 |      -0.00720 |      51.91549 |       4.33707 |    1078.60828 |    1067.92810 |       1.00000 |    1084.43250 |      51.50000 |       4.00000 |   23145.69922 |     118.66283 |  -46307.97266 |      70.15010 |      -2.37105 |     -45.67201 |   36175.85156 |       5.95378 | 
    159.99265 |     160.24086 |     162.79739 |     162.76067 |     184.11626 |     187.34390 |     187.34390 |    1079.32532 |      37.92083 |     -79.28091 |       0.00032 |      -0.00014 |       0.00033 |       0.67011 |       0.16035 |      57.19538 |      55.83236 |       1.88863 |      -0.00393 |      57.19254 |      -1.21691 |      -0.00713 |      51.91553 |       4.33717 |    1078.01965 |    1067.15735 |       1.00000 |    1083.83484 |      51.50000 |       4.00000 |   23152.75977 |     118.42442 |  -46312.57031 |      70.15919 |      -2.36735 |     -45.67475 |   36203.49609 |       5.95833 | 
    160.01260 |     160.25922 |     162.81464 |     162.77809 |     184.13922 |     187.36374 |     187.36374 |    1085.51343 |      37.01025 |     -83.46194 |       0.00035 |      -0.00014 |       0.00032 |       0.67212 |       0.15957 |      57.19732 |      55.83427 |       1.88778 |      -0.00386 |      57.19443 |      -1.21405 |      -0.00706 |      51.91558 |       4.33727 |    1077.43445 |    1066.41748 |       1.00000 |    1083.24060 |      51.50000 |       4.00000 |   23159.79492 |     118.18726 |  -46317.15234 |      70.16815 |      -2.36353 |     -45.67744 |   36231.04297 |       5.96286 | 
    160.03210 |     160.27715 |     162.83147 |     162.79509 |     184.16167 |     187.38312 |     187.38312 |    1089.01624 |      33.53416 |     -85.27039 |       0.00037 |      -0.00013 |       0.00032 |       0.67424 |       0.15882 |      57.19922 |      55.83613 |       1.88700 |      -0.00380 |      57.19629 |      -1.21114 |      -0.00698 |      51.91562 |       4.33738 |    1076.85876 |    1065.93518 |       1.00000 |    1082.65540 |      51.50000 |       4.00000 |   23166.73438 |     117.95375 |  -46321.66797 |      70.17692 |      -2.35962 |     -45.68005 |   36258.20703 |       5.96733 | 
    160.05180 |     160.29524 |     162.84845 |     162.81223 |     184.18433 |     187.40265 |     187.40263 |    1085.83203 |      31.31893 |     -87.34433 |       0.00040 |      -0.00013 |       0.00032 |       0.67655 |       0.15809 |      57.20115 |      55.83803 |       1.88625 |      -0.00373 |      57.19818 |      -1.20809 |      -0.00690 |      51.91566 |       4.33748 |    1076.27405 |    1065.44568 |       1.00000 |    1082.06018 |      51.50000 |       4.00000 |   23173.79883 |     117.71645 |  -46326.26563 |      70.18578 |      -2.35550 |     -45.68267 |   36285.85938 |       5.97188 | 
    160.07175 |     160.31348 |     162.86555 |     162.82954 |     184.20728 |     187.42233 |     187.42233 |    1094.08911 |      28.07709 |     -88.20925 |       0.00042 |      -0.00013 |       0.00032 |       0.67906 |       0.15736 |      57.20309 |      55.83994 |       1.88553 |      -0.00368 |      57.20011 |      -1.20486 |      -0.00682 |      51.91570 |       4.33758 |    1075.67944 |    1064.94800 |       1.00000 |    1081.45398 |      51.50000 |       4.00000 |   23181.00195 |     117.47498 |  -46330.95313 |      70.19472 |      -2.35114 |     -45.68530 |   36314.05859 |       5.97653 | 
    160.09174 |     160.33170 |     162.88263 |     162.84683 |     184.23029 |     187.44199 |     187.44202 |    1084.72913 |      24.33233 |     -88.01577 |       0.00045 |      -0.00012 |       0.00031 |       0.68174 |       0.15664 |      57.20504 |      55.84185 |       1.88484 |      -0.00366 |      57.20204 |      -1.20149 |      -0.00674 |      51.91574 |       4.33769 |    1075.08008 |    1064.44678 |       1.00000 |    1080.84216 |      51.50000 |       4.00000 |   23188.28320 |     117.23140 |  -46335.69531 |      70.20367 |      -2.34655 |     -45.68792 |   36342.56250 |       5.98122 | 
    160.11089 |     160.34918 |     162.89900 |     162.86339 |     184.25232 |     187.46083 |     187.46082 |    1073.97192 |      21.38959 |     -88.03704 |       0.00048 |      -0.00012 |       0.00031 |       0.68449 |       0.15596 |      57.20692 |      55.84370 |       1.88422 |      -0.00361 |      57.20391 |      -1.19812 |      -0.00667 |      51.91578 |       4.33779 |    1074.50208 |    1063.96362 |       1.00000 |    1080.25232 |      51.50000 |       4.00000 |   23195.32422 |     116.99632 |  -46340.27734 |      70.21223 |      -2.34196 |     -45.69041 |   36370.12500 |       5.98575 | 
    160.13043 |     160.36693 |     162.91563 |     162.88023 |     184.27481 |     187.47997 |     187.47997 |    1057.99780 |      17.69189 |     -86.83007 |       0.00050 |      -0.00012 |       0.00031 |       0.68747 |       0.15527 |      57.20884 |      55.84558 |       1.88362 |      -0.00358 |      57.20581 |      -1.19454 |      -0.00659 |      51.91582 |       4.33790 |    1073.90857 |    1063.46765 |       1.00000 |    1079.64575 |      51.50000 |       4.00000 |   23202.57617 |     116.75478 |  -46344.99219 |      70.22097 |      -2.33708 |     -45.69293 |   36398.50781 |       5.99042 | 
    160.14919 |     160.38396 |     162.93155 |     162.89633 |     184.29640 |     187.49828 |     187.49826 |    1040.16504 |      13.78048 |     -84.60033 |       0.00053 |      -0.00012 |       0.00030 |       0.69049 |       0.15462 |      57.21067 |      55.84738 |       1.88308 |      -0.00356 |      57.20765 |      -1.19097 |      -0.00651 |      51.91587 |       4.33800 |    1073.33545 |    1062.98889 |       1.00000 |    1079.06018 |      51.50000 |       4.00000 |   23209.59961 |     116.52131 |  -46349.56250 |      70.22934 |      -2.33219 |     -45.69533 |   36426.00391 |       5.99495 | 
    160.16872 |     160.40158 |     162.94801 |     162.91307 |     184.31888 |     187.51724 |     187.51726 |    1018.85339 |       8.94278 |     -81.38816 |       0.00055 |      -0.00012 |       0.00030 |       0.69382 |       0.15394 |      57.21259 |      55.84926 |       1.88254 |      -0.00355 |      57.20959 |      -1.18712 |      -0.00644 |      51.91591 |       4.33811 |    1072.73572 |    1062.83594 |       1.00000 |    1078.44568 |      51.50000 |       4.00000 |   23216.97266 |     116.27680 |  -46354.36328 |      70.23804 |      -2.32689 |     -45.69780 |   36454.85547 |       5.99970 | 
    160.18977 |     160.42049 |     162.96570 |     162.93097 |     184.34311 |     187.53758 |     187.53758 |     995.93774 |       6.57957 |     -79.49347 |       0.00058 |      -0.00012 |       0.00030 |       0.69760 |       0.15321 |      57.21466 |      55.85130 |       1.88201 |      -0.00354 |      57.21166 |      -1.18280 |      -0.00637 |      51.91595 |       4.33823 |    1072.08594 |    1062.71118 |       1.00000 |    1077.77759 |      51.50000 |       4.00000 |   23224.98828 |     116.01170 |  -46359.57422 |      70.24737 |      -2.32094 |     -45.70043 |   36486.23047 |       6.00486 | 
    160.20177 |     160.43134 |     162.97577 |     162.94121 |     184.35690 |     187.54916 |     187.54919 |     980.46960 |       4.64799 |     -77.86140 |       0.00059 |      -0.00011 |       0.00030 |       0.69986 |       0.15278 |      57.21585 |      55.85247 |       1.88171 |      -0.00353 |      57.21286 |      -1.18023 |      -0.00632 |      51.91598 |       4.33829 |    1071.71167 |    1062.64026 |       1.00000 |    1077.39453 |      51.50000 |       4.00000 |   23229.61914 |     115.85883 |  -46362.58984 |      70.25271 |      -2.31740 |     -45.70192 |   36504.35938 |       6.00784 | 
    160.22935 |     160.45566 |     162.99855 |     162.96432 |     184.38866 |     187.57538 |     187.57538 |     945.69238 |       0.90947 |     -73.49602 |       0.00063 |      -0.00011 |       0.00030 |       0.70525 |       0.15183 |      57.21854 |      55.85511 |       1.88109 |      -0.00354 |      57.21559 |      -1.17422 |      -0.00624 |      51.91604 |       4.33845 |    1070.85876 |    1062.48108 |       1.00000 |    1076.50757 |      51.50000 |       4.00000 |   23240.21094 |     115.51021 |  -46369.48047 |      70.26479 |      -2.30907 |     -45.70527 |   36545.81250 |       6.01467 | 
    160.25122 |     160.47530 |     163.01671 |     162.98277 |     184.41382 |     187.59630 |     187.59630 |     913.19751 |      -3.21294 |     -68.32675 |       0.00065 |      -0.00011 |       0.00029 |       0.70986 |       0.15105 |      57.22071 |      55.85724 |       1.88061 |      -0.00354 |      57.21780 |      -1.16913 |      -0.00617 |      51.91609 |       4.33857 |    1070.16785 |    1062.35461 |       1.00000 |    1075.79590 |      51.50000 |       4.00000 |   23248.83203 |     115.22742 |  -46375.08594 |      70.27444 |      -2.30202 |     -45.70790 |   36579.55859 |       6.02022 | 
    160.26950 |     160.49165 |     163.03192 |     162.99823 |     184.43486 |     187.61380 |     187.61378 |     903.46912 |      -5.46982 |     -64.40784 |       0.00067 |      -0.00012 |       0.00029 |       0.71392 |       0.15039 |      57.22255 |      55.85904 |       1.88020 |      -0.00356 |      57.21967 |      -1.16467 |      -0.00612 |      51.91614 |       4.33868 |    1069.58228 |    1062.24963 |       1.00000 |    1075.19629 |      51.50000 |       4.00000 |   23256.16797 |     114.98750 |  -46379.85938 |      70.28256 |      -2.29580 |     -45.71010 |   36608.26563 |       6.02495 | 
    160.28581 |     160.50623 |     163.04547 |     163.01201 |     184.45363 |     187.62938 |     187.62936 |     880.74951 |      -7.95989 |     -60.20586 |       0.00069 |      -0.00012 |       0.00029 |       0.71769 |       0.14978 |      57.22418 |      55.86065 |       1.87984 |      -0.00358 |      57.22136 |      -1.16053 |      -0.00608 |      51.91618 |       4.33878 |    1069.05530 |    1062.07996 |       1.00000 |    1074.65723 |      51.50000 |       4.00000 |   23262.79688 |     114.77133 |  -46384.16797 |      70.28980 |      -2.29004 |     -45.71203 |   36634.20313 |       6.02921 | 
    160.30106 |     160.51949 |     163.05788 |     163.02467 |     184.47116 |     187.64366 |     187.64369 |     862.42737 |      -9.51616 |     -57.45798 |       0.00071 |      -0.00012 |       0.00029 |       0.72129 |       0.14921 |      57.22570 |      55.86214 |       1.87953 |      -0.00359 |      57.22290 |      -1.15661 |      -0.00605 |      51.91621 |       4.33887 |    1068.56592 |    1061.91492 |       1.00000 |    1074.14929 |      51.50000 |       4.00000 |   23268.97266 |     114.57045 |  -46388.18359 |      70.29647 |      -2.28456 |     -45.71379 |   36658.36719 |       6.03319 | 
    160.32253 |     160.53845 |     163.07536 |     163.04250 |     184.49588 |     187.66379 |     187.66380 |     830.18768 |     -10.28963 |     -53.19346 |       0.00074 |      -0.00012 |       0.00029 |       0.72662 |       0.14839 |      57.22789 |      55.86428 |       1.87909 |      -0.00361 |      57.22513 |      -1.15085 |      -0.00601 |      51.91626 |       4.33900 |    1067.86914 |    1061.68176 |       1.00000 |    1073.42786 |      51.50000 |       4.00000 |   23277.80273 |     114.28407 |  -46393.92578 |      70.30587 |      -2.27651 |     -45.71625 |   36692.92969 |       6.03888 | 
    160.33920 |     160.55318 |     163.08900 |     163.05640 |     184.51506 |     187.67949 |     187.67950 |     806.45599 |     -12.74884 |     -48.56642 |       0.00076 |      -0.00012 |       0.00028 |       0.73096 |       0.14773 |      57.22959 |      55.86595 |       1.87875 |      -0.00364 |      57.22688 |      -1.14617 |      -0.00598 |      51.91630 |       4.33910 |    1067.31848 |    1061.49915 |       1.00000 |    1072.86267 |      51.50000 |       4.00000 |   23284.81250 |     114.05750 |  -46398.48438 |      70.31322 |      -2.26994 |     -45.71814 |   36720.36328 |       6.04339 | 
    160.35635 |     160.56828 |     163.10297 |     163.07060 |     184.53481 |     187.69556 |     187.69556 |     782.37823 |     -13.17227 |     -45.12759 |       0.00077 |      -0.00012 |       0.00028 |       0.73559 |       0.14704 |      57.23137 |      55.86770 |       1.87841 |      -0.00365 |      57.22869 |      -1.14120 |      -0.00595 |      51.91634 |       4.33921 |    1066.74878 |    1061.31165 |       1.00000 |    1072.27576 |      51.50000 |       4.00000 |   23292.09570 |     113.82277 |  -46403.21875 |      70.32076 |      -2.26297 |     -45.72006 |   36748.87109 |       6.04809 | 
    160.37259 |     160.58250 |     163.11609 |     163.08403 |     184.55348 |     187.71065 |     187.71068 |     759.89581 |     -12.76776 |     -42.66572 |       0.00079 |      -0.00012 |       0.00028 |       0.74014 |       0.14637 |      57.23307 |      55.86936 |       1.87809 |      -0.00366 |      57.23043 |      -1.13633 |      -0.00593 |      51.91639 |       4.33931 |    1066.20361 |    1061.13391 |       1.00000 |    1071.71387 |      51.50000 |       4.00000 |   23299.09570 |     113.59794 |  -46407.76953 |      70.32789 |      -2.25612 |     -45.72184 |   36776.26563 |       6.05259 | 
    160.39717 |     160.60353 |     163.13560 |     163.10394 |     184.58177 |     187.73311 |     187.73311 |     728.95734 |     -13.25925 |     -38.68354 |       0.00082 |      -0.00012 |       0.00028 |       0.74722 |       0.14533 |      57.23561 |      55.87185 |       1.87762 |      -0.00369 |      57.23303 |      -1.12878 |      -0.00591 |      51.91645 |       4.33946 |    1065.38245 |    1060.86926 |       1.00000 |    1070.85291 |      51.50000 |       4.00000 |   23309.69922 |     113.25875 |  -46414.66406 |      70.33851 |      -2.24548 |     -45.72446 |   36817.75000 |       6.05942 | 
    160.42120 |     160.62416 |     163.15460 |     163.12337 |     184.60944 |     187.75497 |     187.75497 |     697.41693 |     -12.89964 |     -34.82402 |       0.00084 |      -0.00013 |       0.00028 |       0.75452 |       0.14428 |      57.23815 |      55.87434 |       1.87716 |      -0.00371 |      57.23562 |      -1.12102 |      -0.00589 |      51.91651 |       4.33962 |    1064.56677 |    1059.79651 |       1.00000 |    1069.99902 |      51.50000 |       4.00000 |   23320.30273 |     112.92119 |  -46421.55859 |      70.34889 |      -2.23453 |     -45.72695 |   36859.25391 |       6.06625 | 
    160.44093 |     160.64125 |     163.17024 |     163.13936 |     184.63214 |     187.77296 |     187.77295 |     690.74005 |     -12.94406 |     -31.36889 |       0.00086 |      -0.00013 |       0.00028 |       0.76085 |       0.14338 |      57.24028 |      55.87643 |       1.87675 |      -0.00372 |      57.23780 |      -1.11427 |      -0.00588 |      51.91656 |       4.33975 |    1063.88269 |    1058.56897 |       1.00000 |    1069.28809 |      51.50000 |       4.00000 |   23329.25391 |     112.63760 |  -46427.37500 |      70.35748 |      -2.22500 |     -45.72896 |   36894.27734 |       6.07202 | 
    160.45576 |     160.65408 |     163.18199 |     163.15143 |     184.64920 |     187.78650 |     187.78650 |     672.65436 |     -10.73113 |     -30.61270 |       0.00088 |      -0.00013 |       0.00028 |       0.76584 |       0.14267 |      57.24191 |      55.87803 |       1.87643 |      -0.00373 |      57.23946 |      -1.10897 |      -0.00587 |      51.91660 |       4.33985 |    1063.35754 |    1057.62427 |       1.00000 |    1068.74658 |      51.50000 |       4.00000 |   23336.16406 |     112.41956 |  -46431.86719 |      70.36397 |      -2.21749 |     -45.73045 |   36921.31250 |       6.07647 | 
    160.47151 |     160.66760 |     163.19440 |     163.16414 |     184.66733 |     187.80077 |     187.80077 |     655.30542 |     -10.14622 |     -28.87053 |       0.00090 |      -0.00013 |       0.00028 |       0.77129 |       0.14191 |      57.24366 |      55.87975 |       1.87609 |      -0.00373 |      57.24125 |      -1.10319 |      -0.00586 |      51.91664 |       4.33996 |    1062.79614 |    1056.61707 |       1.00000 |    1068.16492 |      51.50000 |       4.00000 |   23343.58594 |     112.18618 |  -46436.68750 |      70.37083 |      -2.20929 |     -45.73199 |   36950.35547 |       6.08125 | 
    160.48671 |     160.68057 |     163.20622 |     163.17630 |     184.68481 |     187.81438 |     187.81438 |     640.59851 |      -6.62580 |     -29.62974 |       0.00091 |      -0.00013 |       0.00027 |       0.77670 |       0.14116 |      57.24538 |      55.88143 |       1.87577 |      -0.00372 |      57.24297 |      -1.09744 |      -0.00586 |      51.91668 |       4.34007 |    1062.25110 |    1055.63806 |       1.00000 |    1067.59973 |      51.50000 |       4.00000 |   23350.83008 |     111.95926 |  -46441.39453 |      70.37741 |      -2.20115 |     -45.73343 |   36978.69531 |       6.08591 | 
    160.50037 |     160.69220 |     163.21683 |     163.18721 |     184.70053 |     187.82658 |     187.82660 |     626.30902 |      -5.09568 |     -29.47487 |       0.00093 |      -0.00013 |       0.00027 |       0.78173 |       0.14047 |      57.24694 |      55.88296 |       1.87547 |      -0.00371 |      57.24454 |      -1.09211 |      -0.00585 |      51.91673 |       4.34016 |    1061.75439 |    1054.74390 |       1.00000 |    1067.08508 |      51.50000 |       4.00000 |   23357.46484 |     111.75216 |  -46445.70703 |      70.38334 |      -2.19358 |     -45.73470 |   37004.65625 |       6.09018 | 
    160.51433 |     160.70398 |     163.22757 |     163.19824 |     184.71660 |     187.83894 |     187.83896 |     611.05933 |      -3.97684 |     -29.20744 |       0.00094 |      -0.00013 |       0.00027 |       0.78701 |       0.13975 |      57.24855 |      55.88454 |       1.87517 |      -0.00369 |      57.24616 |      -1.08654 |      -0.00584 |      51.91676 |       4.34026 |    1061.24426 |    1053.82349 |       1.00000 |    1066.55481 |      51.50000 |       4.00000 |   23364.31250 |     111.53917 |  -46450.15625 |      70.38936 |      -2.18565 |     -45.73596 |   37031.45313 |       6.09459 | 
    160.52835 |     160.71574 |     163.23828 |     163.20926 |     184.73273 |     187.85126 |     187.85129 |     598.67657 |      -1.87697 |     -29.80774 |       0.00095 |      -0.00013 |       0.00027 |       0.79246 |       0.13902 |      57.25018 |      55.88614 |       1.87486 |      -0.00368 |      57.24780 |      -1.08077 |      -0.00583 |      51.91681 |       4.34036 |    1060.72681 |    1052.88745 |       1.00000 |    1066.01538 |      51.50000 |       4.00000 |   23371.29688 |     111.32279 |  -46454.69531 |      70.39539 |      -2.17746 |     -45.73719 |   37058.77344 |       6.09909 | 
    160.54204 |     160.72716 |     163.24864 |     163.21994 |     184.74849 |     187.86319 |     187.86320 |     584.73456 |       0.56790 |     -30.94692 |       0.00097 |      -0.00013 |       0.00027 |       0.79795 |       0.13829 |      57.25180 |      55.88773 |       1.87456 |      -0.00366 |      57.24942 |      -1.07499 |      -0.00582 |      51.91684 |       4.34047 |    1060.21631 |    1051.96204 |       1.00000 |    1065.48267 |      51.50000 |       4.00000 |   23378.22266 |     111.10903 |  -46459.19531 |      70.40125 |      -2.16921 |     -45.73835 |   37085.87891 |       6.10355 | 
    160.55554 |     160.73837 |     163.25883 |     163.23041 |     184.76402 |     187.87492 |     187.87492 |     574.53754 |       1.23921 |     -31.27441 |       0.00098 |      -0.00013 |       0.00027 |       0.80353 |       0.13757 |      57.25341 |      55.88931 |       1.87427 |      -0.00364 |      57.25104 |      -1.06911 |      -0.00581 |      51.91689 |       4.34057 |    1059.70740 |    1051.03711 |       1.00000 |    1064.95081 |      51.50000 |       4.00000 |   23385.16602 |     110.89559 |  -46463.70703 |      70.40703 |      -2.16084 |     -45.73946 |   37113.04688 |       6.10802 | 
